2026-09-15 20:49:35,109 | INFO | hr_assistant.evaluation | Dataset 'hr-policy-qna' already exists, reusing it
2026-09-15 20:49:55,243 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:49:55,507 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:49:55,511 | INFO | hr_assistant.tools | search_hr_policy called with query: How many paid sick days do I get per year?
2026-09-15 20:49:55,908 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:49:56,082 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:49:56,083 | INFO | hr_assistant.tools | Found 3 matching chunk(s)
2026-09-15 20:49:57,016 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:49:57,018 | INFO | hr_assistant.pipeline | Final answer: 👋 Hi there! According to Acme Crop’s leave policy, full‑time employees are entitled to **10 paid sick days per calendar year**. If you need to take a sick day, just remember to submit a medical certificate if your absence exceeds two consecutive days. Let me know if you have any other HR questions!
2026-09-15 20:49:57,439 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:49:57,840 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:49:58,005 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:49:58,988 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:50:00,118 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:50:00,122 | INFO | hr_assistant.pipeline | User question: How many public holidays does the company observe each year?
2026-09-15 20:50:00,387 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:50:00,719 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:50:00,723 | INFO | hr_assistant.tools | search_hr_policy called with query: How many public holidays does the company observe each year?
2026-09-15 20:50:01,062 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:50:01,226 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:50:01,227 | INFO | hr_assistant.tools | Found 3 matching chunk(s)
2026-09-15 20:50:02,039 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:50:02,042 | INFO | hr_assistant.pipeline | Final answer: The company observes **12 public holidays** each year.
2026-09-15 20:50:02,660 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:50:02,998 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:50:03,158 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:50:03,238 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-09-15 20:50:03,239 | INFO | openai._base_client | Retrying request in 1.000000 seconds
2026-09-15 20:50:05,126 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:50:05,200 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-09-15 20:50:05,200 | INFO | openai._base_client | Retrying request in 4.000000 seconds
2026-09-15 20:50:10,248 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:50:10,252 | INFO | hr_assistant.pipeline | User question: What is the notice period during probation?
2026-09-15 20:50:10,534 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:15,177 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:15,181 | INFO | hr_assistant.tools | search_hr_policy called with query: What is the notice period during probation?
2026-09-15 20:51:15,929 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:51:16,443 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:51:16,445 | INFO | hr_assistant.tools | Found 3 matching chunk(s)
2026-09-15 20:51:17,931 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:17,933 | INFO | hr_assistant.pipeline | Final answer: During probation, the notice period is **15 days**.
2026-09-15 20:51:18,231 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:18,819 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:51:19,368 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:51:19,912 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:20,761 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:20,764 | INFO | hr_assistant.pipeline | User question: How many days of paid annual leave do I get per year?
2026-09-15 20:51:21,004 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:21,716 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:21,721 | INFO | hr_assistant.tools | search_hr_policy called with query: How many days of paid annual leave do I get per year?
2026-09-15 20:51:22,227 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:51:22,718 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:51:22,718 | INFO | hr_assistant.tools | Found 3 matching chunk(s)
2026-09-15 20:51:23,550 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:23,553 | INFO | hr_assistant.pipeline | Final answer: You’re entitled to **20 days of paid annual leave each calendar year** as a full‑time employee.  
- You can carry over up to **5 days** of unused leave to the next year.  
- Remember to submit your leave request through the HR portal at least 5 working days in advance.
2026-09-15 20:51:25,452 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:25,918 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:51:26,430 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:51:27,481 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:28,417 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:28,421 | INFO | hr_assistant.pipeline | User question: What is the standard notice period for resignation?
2026-09-15 20:51:28,662 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:29,573 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:29,577 | INFO | hr_assistant.tools | search_hr_policy called with query: What is the standard notice period for resignation?
2026-09-15 20:51:30,028 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:51:30,622 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:51:30,623 | INFO | hr_assistant.tools | Found 3 matching chunk(s)
2026-09-15 20:51:31,443 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:31,445 | INFO | hr_assistant.pipeline | Final answer: 👋 Hi there! According to Acme Crop’s HR policy, the standard notice period for resignation is **30 days**.  
If you’re still within your probation period, that notice period is shortened to **15 days**.  

If you have any other questions—like about the clearance process, final settlement, or anything else—just let me know!
2026-09-15 20:51:32,058 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:32,581 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:51:33,070 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:51:33,894 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:35,134 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:35,138 | INFO | hr_assistant.pipeline | User question: Within how many days is full and final settlement processed after the last working day?
2026-09-15 20:51:35,436 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:36,325 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:36,329 | INFO | hr_assistant.tools | search_hr_policy called with query: full and final settlement processed after the last working day
2026-09-15 20:51:36,744 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:51:37,241 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:51:37,242 | INFO | hr_assistant.tools | Found 3 matching chunk(s)
2026-09-15 20:51:37,991 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:37,994 | INFO | hr_assistant.pipeline | Final answer: Full‑and‑final settlement is completed within **45 days** from the employee’s last working day.
2026-09-15 20:51:38,315 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:38,678 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:51:39,213 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:51:40,262 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:40,334 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-09-15 20:51:40,334 | INFO | openai._base_client | Retrying request in 5.000000 seconds
2026-09-15 20:51:47,228 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:47,232 | INFO | hr_assistant.pipeline | User question: How many days per week can I work from home?
2026-09-15 20:51:47,578 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:48,334 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:48,338 | INFO | hr_assistant.tools | search_hr_policy called with query: work from home
2026-09-15 20:51:48,772 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:51:49,291 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:51:49,293 | INFO | hr_assistant.tools | Found 3 matching chunk(s)
2026-09-15 20:51:50,036 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:50,038 | INFO | hr_assistant.pipeline | Final answer: According to our Work‑From‑Home policy, employees may work from home **up to 2 days per week**, subject to manager approval.
2026-09-15 20:51:50,293 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:50,805 | INFO | httpx | HTTP Request: POST https://api.cohere.com/v1/embed "HTTP/1.1 200 OK"
2026-09-15 20:51:51,315 | INFO | httpx | HTTP Request: POST https://303a03b6-1d8f-457d-af46-336869acd983.eu-west-2-0.aws.cloud.qdrant.io:6333/collections/HR_policy/points/query "HTTP/1.1 200 OK"
2026-09-15 20:51:51,390 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-09-15 20:51:51,391 | INFO | openai._base_client | Retrying request in 5.000000 seconds
2026-09-15 20:51:57,367 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-15 20:51:57,466 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-09-15 20:51:57,467 | INFO | openai._base_client | Retrying request in 4.000000 seconds
2026-09-15 20:52:02,582 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
